time,lasttime,lat,lng,speed,course,altitude,comment
1/27/2023 15:47,1/27/2023 15:47,44.47467,154.966,0,0,11999.98,QN74LL To:88 Up:0m/s V:64Km/h Sun:20 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=K9YO&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
1/28/2023 0:14,1/28/2023 0:14,51.47467,-179.034,0,0,11999.98,AO01LL To:59 Up:0m/s V:34Km/h Sun:17 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=K9YO&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
1/30/2023 19:09,1/30/2023 19:09,54.47467,-101.034,0,0,10999.93,DO94LL To:57 Up:-0.00m/s V:21Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=K9YO&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
1/31/2023 16:43,1/31/2023 16:50,52.47467,-73.034,0,0,10999.93,FO32LL To:85 Up:0m/s V:26Km/h Sun:20 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=K9YO&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
1/31/2023 17:56,1/31/2023 17:56,52.47467,-71.034,0,0,10999.93,FO42LL To:84 Up:0m/s V:26Km/h Sun:19 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=K9YO&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
2/4/2023 16:08,2/5/2023 13:59,51.47467,26.966,0,0,359.97,KO31LL To:49 Up:0m/s V:20Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=K9YO&launch=20221010183000&detail=on&SSID=15&banda=20m&balloonid=07&timeslot=0&tracker=wb8elk
2/9/2023 14:35,2/9/2023 14:35,45.47467,138.966,0,0,11999.98,PN95LL To:114 Up:0m/s V:39Km/h Sun:22 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=K9YO&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
2/10/2023 4:08,2/10/2023 4:08,46.47467,176.966,0,0,10999.93,RN86LL To:53 Up:0m/s V:36Km/h Sun:21 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=K9YO&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
2/11/2023 0:00,2/11/2023 0:00,57.47467,-163.034,0,0,10999.93,AO87LL To:41 Up:0m/s V:26Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=K9YO&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
2/11/2023 1:22,3/1/2023 0:38,58.47467,-161.034,0,0,10999.93,AO98LL To:40 Up:0m/s V:27Km/h Sun:14 WSPR
